tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7
g__Mahella,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,rank_6,g__Mahella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,g__Mahella,
s__Mahella_australiensis,g__Mahella,rank_7,s__Mahella_australiensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,g__Mahella,s__Mahella_australiensis
f__Thermodesulfobiaceae,o__Thermoanaerobacterales,rank_5,f__Thermodesulfobiaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,,
g__Thermodesulfobium,f__Thermodesulfobiaceae,rank_6,g__Thermodesulfobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,
s__Thermodesulfobium_narugense,g__Thermodesulfobium,rank_7,s__Thermodesulfobium_narugense,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,s__Thermodesulfobium_narugense
o__Thermosediminibacterales,c__Clostridia,rank_4,o__Thermosediminibacterales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,,,
f__Tepidanaerobacteraceae,o__Thermosediminibacterales,rank_5,f__Tepidanaerobacteraceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Tepidanaerobacteraceae,,
g__Tepidanaerobacter,f__Tepidanaerobacteraceae,rank_6,g__Tepidanaerobacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Tepidanaerobacteraceae,g__Tepidanaerobacter,
s__Tepidanaerobacter_acetatoxydans,g__Tepidanaerobacter,rank_7,s__Tepidanaerobacter_acetatoxydans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Tepidanaerobacteraceae,g__Tepidanaerobacter,s__Tepidanaerobacter_acetatoxydans
f__Thermosediminibacteraceae,o__Thermosediminibacterales,rank_5,f__Thermosediminibacteraceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Thermosediminibacteraceae,,
g__Thermosediminibacter,f__Thermosediminibacteraceae,rank_6,g__Thermosediminibacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Thermosediminibacteraceae,g__Thermosediminibacter,
s__Thermosediminibacter_oceani,g__Thermosediminibacter,rank_7,s__Thermosediminibacter_oceani,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,f__Thermosediminibacteraceae,g__Thermosediminibacter,s__Thermosediminibacter_oceani
c__Erysipelotrichia,p__Firmicutes,rank_3,c__Erysipelotrichia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,,,,
o__Erysipelotrichales,c__Erysipelotrichia,rank_4,o__Erysipelotrichales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,,,
f__Erysipelotrichaceae,o__Erysipelotrichales,rank_5,f__Erysipelotrichaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,,
g__Bulleidia,f__Erysipelotrichaceae,rank_6,g__Bulleidia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,
s__Bulleidia_extructa,g__Bulleidia,rank_7,s__Bulleidia_extructa,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia_extructa
g__Erysipelatoclostridium,f__Erysipelotrichaceae,rank_6,g__Erysipelatoclostridium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,
s__Erysipelatoclostridium_ramosum,g__Erysipelatoclostridium,rank_7,s__Erysipelatoclostridium_ramosum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium_ramosum
g__Erysipelothrix,f__Erysipelotrichaceae,rank_6,g__Erysipelothrix,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelothrix,
s__Erysipelothrix_rhusiopathiae,g__Erysipelothrix,rank_7,s__Erysipelothrix_rhusiopathiae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelothrix,s__Erysipelothrix_rhusiopathiae
g__Holdemania,f__Erysipelotrichaceae,rank_6,g__Holdemania,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,
s__Holdemania_filiformis,g__Holdemania,rank_7,s__Holdemania_filiformis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania_filiformis
g__Solobacterium,f__Erysipelotrichaceae,rank_6,g__Solobacterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,
s__Solobacterium_moorei,g__Solobacterium,rank_7,s__Solobacterium_moorei,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium_moorei
g__Turicibacter,f__Erysipelotrichaceae,rank_6,g__Turicibacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,
s__Turicibacter_sanguinis,g__Turicibacter,rank_7,s__Turicibacter_sanguinis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__Turicibacter_sanguinis
c__Negativicutes,p__Firmicutes,rank_3,c__Negativicutes,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,,,,
o__Acidaminococcales,c__Negativicutes,rank_4,o__Acidaminococcales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,,,
f__Acidaminococcaceae,o__Acidaminococcales,rank_5,f__Acidaminococcaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,,
g__Acidaminococcus,f__Acidaminococcaceae,rank_6,g__Acidaminococcus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,
s__Acidaminococcus_fermentans,g__Acidaminococcus,rank_7,s__Acidaminococcus_fermentans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus_fermentans
g__Phascolarctobacterium,f__Acidaminococcaceae,rank_6,g__Phascolarctobacterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,
s__Phascolarctobacterium_succinatutens,g__Phascolarctobacterium,rank_7,s__Phascolarctobacterium_succinatutens,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,s__Phascolarctobacterium_succinatutens
o__Selenomonadales,c__Negativicutes,rank_4,o__Selenomonadales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,,,
f__Selenomonadaceae,o__Selenomonadales,rank_5,f__Selenomonadaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,,
g__Centipeda,f__Selenomonadaceae,rank_6,g__Centipeda,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,
s__Centipeda_periodontii,g__Centipeda,rank_7,s__Centipeda_periodontii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,s__Centipeda_periodontii
g__Selenomonas,f__Selenomonadaceae,rank_6,g__Selenomonas,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,
s__Selenomonas_sputigena,g__Selenomonas,rank_7,s__Selenomonas_sputigena,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_sputigena
f__Sporomusaceae,o__Selenomonadales,rank_5,f__Sporomusaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Sporomusaceae,,
g__Acetonema,f__Sporomusaceae,rank_6,g__Acetonema,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Sporomusaceae,g__Acetonema,
s__Acetonema_longum,g__Acetonema,rank_7,s__Acetonema_longum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Sporomusaceae,g__Acetonema,s__Acetonema_longum
o__Veillonellales,c__Negativicutes,rank_4,o__Veillonellales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,,,
f__Veillonellaceae,o__Veillonellales,rank_5,f__Veillonellaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,,
g__Dialister,f__Veillonellaceae,rank_6,g__Dialister,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,
s__Dialister_invisus,g__Dialister,rank_7,s__Dialister_invisus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_invisus
g__Megasphaera,f__Veillonellaceae,rank_6,g__Megasphaera,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,
s__Megasphaera_genomosp._type_1,g__Megasphaera,rank_7,s__Megasphaera_genomosp._type_1,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera_genomosp._type_1
g__Veillonella,f__Veillonellaceae,rank_6,g__Veillonella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,
s__Veillonella_sp._oral_taxon_158,g__Veillonella,rank_7,s__Veillonella_sp._oral_taxon_158,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella_sp._oral_taxon_158
s__Veillonella_sp._oral_taxon_780,g__Veillonella,rank_7,s__Veillonella_sp._oral_taxon_780,Root,r__Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella_sp._oral_taxon_780
c__Tissierellia,p__Firmicutes,rank_3,c__Tissierellia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,,,,
o__Tissierellales,c__Tissierellia,rank_4,o__Tissierellales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,,,
f__Peptoniphilaceae,o__Tissierellales,rank_5,f__Peptoniphilaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,,
g__Anaerococcus,f__Peptoniphilaceae,rank_6,g__Anaerococcus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,
s__Anaerococcus_hydrogenalis,g__Anaerococcus,rank_7,s__Anaerococcus_hydrogenalis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_hydrogenalis
s__Anaerococcus_lactolyticus,g__Anaerococcus,rank_7,s__Anaerococcus_lactolyticus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_lactolyticus
s__Anaerococcus_prevotii,g__Anaerococcus,rank_7,s__Anaerococcus_prevotii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_prevotii
g__Finegoldia,f__Peptoniphilaceae,rank_6,g__Finegoldia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,
s__Finegoldia_magna,g__Finegoldia,rank_7,s__Finegoldia_magna,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia_magna
g__Parvimonas,f__Peptoniphilaceae,rank_6,g__Parvimonas,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Parvimonas,
s__Parvimonas_sp._oral_taxon_110,g__Parvimonas,rank_7,s__Parvimonas_sp._oral_taxon_110,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Parvimonas,s__Parvimonas_sp._oral_taxon_110
g__Peptoniphilus,f__Peptoniphilaceae,rank_6,g__Peptoniphilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,
s__Peptoniphilus_duerdenii,g__Peptoniphilus,rank_7,s__Peptoniphilus_duerdenii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_duerdenii
s__Peptoniphilus_harei,g__Peptoniphilus,rank_7,s__Peptoniphilus_harei,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_harei
s__Peptoniphilus_lacrimalis,g__Peptoniphilus,rank_7,s__Peptoniphilus_lacrimalis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_lacrimalis
s__Peptoniphilus_sp._oral_taxon_375,g__Peptoniphilus,rank_7,s__Peptoniphilus_sp._oral_taxon_375,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_sp._oral_taxon_375
s__Peptoniphilus_sp._oral_taxon_386,g__Peptoniphilus,rank_7,s__Peptoniphilus_sp._oral_taxon_386,Root,r__Root,d__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_sp._oral_taxon_386
p__Fusobacteria,d__Bacteria,rank_2,p__Fusobacteria,Root,r__Root,d__Bacteria,p__Fusobacteria,,,,,
c__Fusobacteriia,p__Fusobacteria,rank_3,c__Fusobacteriia,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,,,,
o__Fusobacteriales,c__Fusobacteriia,rank_4,o__Fusobacteriales,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,,,
f__Fusobacteriaceae,o__Fusobacteriales,rank_5,f__Fusobacteriaceae,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,,
g__Fusobacterium,f__Fusobacteriaceae,rank_6,g__Fusobacterium,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,
s__Fusobacterium_mortiferum,g__Fusobacterium,rank_7,s__Fusobacterium_mortiferum,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_mortiferum
s__Fusobacterium_necrophorum,g__Fusobacterium,rank_7,s__Fusobacterium_necrophorum,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_necrophorum
s__Fusobacterium_nucleatum,g__Fusobacterium,rank_7,s__Fusobacterium_nucleatum,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_nucleatum
f__Leptotrichiaceae,o__Fusobacteriales,rank_5,f__Leptotrichiaceae,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,,
g__Leptotrichia,f__Leptotrichiaceae,rank_6,g__Leptotrichia,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,
s__Leptotrichia_hofstadii,g__Leptotrichia,rank_7,s__Leptotrichia_hofstadii,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_hofstadii
g__Pseudoleptotrichia,f__Leptotrichiaceae,rank_6,g__Pseudoleptotrichia,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,
s__Pseudoleptotrichia_goodfellowii,g__Pseudoleptotrichia,rank_7,s__Pseudoleptotrichia_goodfellowii,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,s__Pseudoleptotrichia_goodfellowii
g__Sebaldella,f__Leptotrichiaceae,rank_6,g__Sebaldella,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sebaldella,
s__Sebaldella_termitidis,g__Sebaldella,rank_7,s__Sebaldella_termitidis,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sebaldella,s__Sebaldella_termitidis
g__Streptobacillus,f__Leptotrichiaceae,rank_6,g__Streptobacillus,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,
s__Streptobacillus_moniliformis,g__Streptobacillus,rank_7,s__Streptobacillus_moniliformis,Root,r__Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus_moniliformis
p__Gemmatimonadetes,d__Bacteria,rank_2,p__Gemmatimonadetes,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,,,,,
c__Gemmatimonadetes,p__Gemmatimonadetes,rank_3,c__Gemmatimonadetes,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,,,,
o__Gemmatimonadales,c__Gemmatimonadetes,rank_4,o__Gemmatimonadales,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,,,
f__Gemmatimonadaceae,o__Gemmatimonadales,rank_5,f__Gemmatimonadaceae,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,,
g__Gemmatimonas,f__Gemmatimonadaceae,rank_6,g__Gemmatimonas,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,
s__Gemmatimonas_aurantiaca,g__Gemmatimonas,rank_7,s__Gemmatimonas_aurantiaca,Root,r__Root,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__Gemmatimonas_aurantiaca
p__Lentisphaerae,d__Bacteria,rank_2,p__Lentisphaerae,Root,r__Root,d__Bacteria,p__Lentisphaerae,,,,,
c__Lentisphaeria,p__Lentisphaerae,rank_3,c__Lentisphaeria,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,,,,
o__Lentisphaerales,c__Lentisphaeria,rank_4,o__Lentisphaerales,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Lentisphaerales,,,
f__Lentisphaeraceae,o__Lentisphaerales,rank_5,f__Lentisphaeraceae,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Lentisphaerales,f__Lentisphaeraceae,,
g__Lentisphaera,f__Lentisphaeraceae,rank_6,g__Lentisphaera,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Lentisphaerales,f__Lentisphaeraceae,g__Lentisphaera,
s__Lentisphaera_araneosa,g__Lentisphaera,rank_7,s__Lentisphaera_araneosa,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Lentisphaerales,f__Lentisphaeraceae,g__Lentisphaera,s__Lentisphaera_araneosa
o__Victivallales,c__Lentisphaeria,rank_4,o__Victivallales,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Victivallales,,,
f__Victivallaceae,o__Victivallales,rank_5,f__Victivallaceae,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,,
g__Victivallis,f__Victivallaceae,rank_6,g__Victivallis,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__Victivallis,
s__Victivallis_vadensis,g__Victivallis,rank_7,s__Victivallis_vadensis,Root,r__Root,d__Bacteria,p__Lentisphaerae,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__Victivallis,s__Victivallis_vadensis
p__Nitrospirae,d__Bacteria,rank_2,p__Nitrospirae,Root,r__Root,d__Bacteria,p__Nitrospirae,,,,,
c__Nitrospira,p__Nitrospirae,rank_3,c__Nitrospira,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,,,,
o__Nitrospirales,c__Nitrospira,rank_4,o__Nitrospirales,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,,,
f__Nitrospiraceae,o__Nitrospirales,rank_5,f__Nitrospiraceae,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,,
g__Nitrospira,f__Nitrospiraceae,rank_6,g__Nitrospira,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,
s__Nitrospira_defluvii,g__Nitrospira,rank_7,s__Nitrospira_defluvii,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira_defluvii
g__Thermodesulfovibrio,f__Nitrospiraceae,rank_6,g__Thermodesulfovibrio,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Thermodesulfovibrio,
s__Thermodesulfovibrio_yellowstonii,g__Thermodesulfovibrio,rank_7,s__Thermodesulfovibrio_yellowstonii,Root,r__Root,d__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Thermodesulfovibrio,s__Thermodesulfovibrio_yellowstonii
p__Planctomycetes,d__Bacteria,rank_2,p__Planctomycetes,Root,r__Root,d__Bacteria,p__Planctomycetes,,,,,
c__Planctomycetia,p__Planctomycetes,rank_3,c__Planctomycetia,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,,,,
o__Isosphaerales,c__Planctomycetia,rank_4,o__Isosphaerales,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,,,
f__Isosphaeraceae,o__Isosphaerales,rank_5,f__Isosphaeraceae,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,f__Isosphaeraceae,,
g__Isosphaera,f__Isosphaeraceae,rank_6,g__Isosphaera,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,f__Isosphaeraceae,g__Isosphaera,
s__Isosphaera_pallida,g__Isosphaera,rank_7,s__Isosphaera_pallida,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,f__Isosphaeraceae,g__Isosphaera,s__Isosphaera_pallida
o__Pirellulales,c__Planctomycetia,rank_4,o__Pirellulales,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,,,
f__Pirellulaceae,o__Pirellulales,rank_5,f__Pirellulaceae,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,,
g__Blastopirellula,f__Pirellulaceae,rank_6,g__Blastopirellula,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,
s__Blastopirellula_marina,g__Blastopirellula,rank_7,s__Blastopirellula_marina,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__Blastopirellula_marina
g__Pirellula,f__Pirellulaceae,rank_6,g__Pirellula,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Pirellula,
s__Pirellula_staleyi,g__Pirellula,rank_7,s__Pirellula_staleyi,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__Pirellula_staleyi
g__Rhodopirellula,f__Pirellulaceae,rank_6,g__Rhodopirellula,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,
s__Rhodopirellula_baltica,g__Rhodopirellula,rank_7,s__Rhodopirellula_baltica,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,s__Rhodopirellula_baltica
o__Planctomycetales,c__Planctomycetia,rank_4,o__Planctomycetales,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,,,
f__Planctomycetaceae,o__Planctomycetales,rank_5,f__Planctomycetaceae,Root,r__Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,,
