Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
gold_standard_high_single	RH|P|C15096_118	NapA	195	887	r__Root	1.0	1527	4.1e-33	1.0	3.0534	1.5353,1.5181,0.0
gold_standard_high_single	RH|P|C12274_12	NapA	196	895	r__Root	1.0	1527	7.3e-37	1.0	2.8163	1.4892,1.3271,0.0
gold_standard_high_single	RH|P|C8802_251	NapA	236	939	r__Root	1.0	2	8.4e-181	1.0	2.2765	1.8673,0.4092,0.0
gold_standard_high_single	RH|P|C22851_156	NapA	193	884	r__Root	1.0	2	2.4e-87	1.0	1.9981	1.2783,0.7198,0.0
gold_standard_high_single	RH|P|C8133_26	NapA	1	703	r__Root	1.0	12	9.9e-86	1.0	2.8835	1.6183,1.2652,0.0
gold_standard_high_single	RH|P|C36744_528	NapA	4	697	r__Root	1.0	2	1e-84	1.0	2.5752	1.5775,0.9976,0.0
gold_standard_high_single	RH|P|C14019_23	NapA	233	938	r__Root	1.0	3	2.9e-184	0.8185257386	3.7639	0.0001,0.9462,2.8177
gold_standard_high_single	RH|P|C22142_66	NapA	8	683	r__Root; d__Bacteria; p__Proteobacteria	1.0	5	3.3e-186	1.0	0.7756	0.3169,0.4587,0.0
gold_standard_high_single	RH|P|C28148_78	NapA	2	708	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	4.6e-194	1.0	0.956	0.0621,0.4217,0.4721
gold_standard_high_single	RH|P|C17344_492	NapA	1	693	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	8.2e-204	1.0	0.8596	0.0485,0.339,0.4721
gold_standard_high_single	RH|P|C33247_8	NapA	2	707	r__Root	1.0	8	7.7e-199	1.0	1.4497	0.0306,0.6365,0.7826
gold_standard_high_single	RH|P|C37090_85	NapA	4	716	r__Root	1.0	10	1.7e-81	1.0	1.4512	0.5047,0.9465,0.0
gold_standard_high_single	RH|P|C25256_3	NapA	4	720	r__Root	1.0	12	8e-100	1.0	2.4515	1.3549,1.0965,0.0
gold_standard_high_single	RH|P|C18650_173	NapA	3	709	r__Root	1.0	12	1.7e-87	1.0	2.7292	1.5697,1.1595,0.0
gold_standard_high_single	RH|P|C23277_2	NapA	4	720	r__Root	1.0	12	8e-100	1.0	2.4515	1.3549,1.0965,0.0
gold_standard_high_single	RH|P|C844_317	NapA	1	697	r__Root	1.0	12	3e-96	1.0	2.8938	1.5178,1.376,0.0
gold_standard_high_single	RH|P|C21882_160	NapA	1	693	r__Root	1.0	15	2.9e-104	0.9997946208	2.4642	0.239,0.956,1.2692
gold_standard_high_single	RH|P|C25933_54	NapA	1	708	r__Root	1.0	15	2e-110	1.0	2.4002	0.1717,0.9593,1.2692
gold_standard_high_single	RH|P|C41382_1570	NapA	5	707	r__Root	1.0	48	2.9e-96	1.0	1.4297	0.5167,0.913,0.0
gold_standard_high_single	RH|P|C18765_101	NapA	2	706	r__Root	1.0	76	4.1e-111	1.0	1.7515	0.1029,0.5612,1.0873
gold_standard_high_single	RH|P|C40349_467	NapA	52	757	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1e-91	1.0	0.8612	0.1159,0.4579,0.2874
gold_standard_high_single	RH|P|C11126_4	NapA	77	763	r__Root	1.0	111	6.1e-81	1.0	1.2184	0.1653,0.5848,0.4683
gold_standard_high_single	RH|P|C40704_144	NapA	1	684	r__Root	1.0	155	3e-106	1.0	1.3342	0.0001,0.4806,0.8536
gold_standard_high_single	RH|P|C40492_8	NapA	1	715	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	1.0	688	0.0	0.5398173892	0.4417	0.017,0.2031,0.2215
gold_standard_high_single	RH|P|C9909_5	NapA	3	705	r__Root; d__Bacteria; p__Proteobacteria	1.0	755	7.3e-282	1.0	0.9263	0.36,0.5663,0.0
gold_standard_high_single	RH|P|C24957_41	NapA	2	705	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	1.0	777	0.0	0.5021272505	0.1368	0.0951,0.0417,0.0
gold_standard_high_single	RH|P|C38133_293	NapA	2	704	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	1.0	799	3.8e-298	0.6751506938	0.2197	0.0223,0.0988,0.0986
gold_standard_high_single	RH|P|C9067_586	NapA	1	692	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	1.0	873	0.0	1.0	0.0412	0.0148,0.0264,0.0
gold_standard_high_single	RH|P|C25072_37	NapA	1	711	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	1.0	1046	4.2e-295	1.0	0.0473	0.0313,0.0161,0.0
gold_standard_high_single	RH|P|C27856_272	NapA	2	696	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	1.0	1160	0.0	1.0	0.205	0.0996,0.1054,0.0
gold_standard_high_single	RH|P|C6732_82	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium	1.0	1177	0.0	1.0	0.0925	0.0242,0.0683,0.0
gold_standard_high_single	RH|P|C33889_43	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	1.0	1198	0.0	1.0	0.1823	0.0785,0.1038,0.0
gold_standard_high_single	RH|P|C36054_125	NapA	216	933	r__Root	1.0	1524	4.3e-173	1.0	2.9937	0.2091,0.7996,1.985
gold_standard_high_single	RH|P|C23078_44	NapA	210	926	r__Root	1.0	1524	4.7e-170	1.0	3.1638	0.2173,0.9614,1.985
gold_standard_high_single	RH|P|C13307_76	NapA	216	933	r__Root	1.0	1524	4.3e-173	1.0	2.9937	0.2091,0.7996,1.985
gold_standard_high_single	RH|P|C20015_187	NapA	210	922	r__Root	1.0	1524	6.9e-174	1.0	3.0104	0.2773,0.7481,1.985
gold_standard_high_single	RH|P|C27425_184	NapA	195	897	r__Root	1.0	1524	2.3e-203	1.0	3.0052	0.1575,0.8627,1.985
gold_standard_high_single	RH|P|C11159_375	NapA	195	888	r__Root	1.0	1527	2.8e-34	1.0	2.5627	1.4172,1.1455,0.0
gold_standard_high_single	RH|P|C5283_13	NapA	195	886	r__Root	1.0	1527	3.8e-35	1.0	2.3251	1.4049,0.9202,0.0
gold_standard_high_single	RH|P|C5323_119	NapA	15	732	r__Root	1.0	2	2.7e-87	1.0	2.5133	1.4585,1.0548,0.0
gold_standard_high_single	RH|P|C9662_150	NapA	33	738	r__Root	1.0	2	1.5e-66	1.0	1.9677	1.2798,0.6878,0.0
gold_standard_high_single	RH|P|C40975_256	NapA	41	752	r__Root	1.0	2	6.7e-61	1.0	2.4231	1.2421,1.181,0.0
gold_standard_high_single	RH|P|C36415_178	NapA	21	728	r__Root; d__Bacteria	1.0	4	1e-193	1.0	1.0833	0.6274,0.456,0.0
gold_standard_high_single	RH|P|C40504_480	NapA	3	692	r__Root; d__Bacteria	1.0	7	7.9e-186	1.0	1.0585	0.0624,0.524,0.4721
gold_standard_high_single	RH|P|C6157_566	NapA	1	680	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	2e-191	1.0	0.9147	0.0001,0.4426,0.4721
gold_standard_high_single	RH|P|C6954_177	NapA	1	688	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	4.9e-191	1.0	0.9801	0.0001,0.5079,0.4721
gold_standard_high_single	RH|P|C40901_111	NapA	1	696	r__Root	1.0	10	5.1e-96	1.0	1.4696	0.8038,0.6658,0.0
gold_standard_high_single	RH|P|C187_152	NapA	1	688	r__Root	1.0	12	6.5e-89	1.0	2.7195	1.6905,1.029,0.0
gold_standard_high_single	RH|P|C16844_535	NapA	2	682	r__Root	1.0	12	3.8e-93	1.0	2.9153	1.5506,1.3647,0.0
gold_standard_high_single	RH|P|C31620_16	NapA	35	734	r__Root	1.0	12	6.6e-56	1.0	2.2496	1.3318,0.9178,0.0
gold_standard_high_single	RH|P|C5332_382	NapA	2	690	r__Root	1.0	15	2.4e-106	1.0	2.4118	0.2164,0.9262,1.2692
gold_standard_high_single	RH|P|C13388_79	NapA	82	792	r__Root	1.0	15	7.1e-74	1.0	2.4737	0.1223,1.0822,1.2692
gold_standard_high_single	RH|P|C23624_289	NapA	2	710	r__Root	1.0	17	3.7e-100	1.0	1.7543	1.0454,0.7088,0.0
gold_standard_high_single	RH|P|C35348_33	NapA	2	702	r__Root	1.0	77	3.5e-107	1.0	2.0303	0.0141,0.7434,1.2728
gold_standard_high_single	RH|P|C13972_108	NapA	284	982	r__Root	1.0	111	9.6e-185	0.8203520556	2.841	1.4833,0.8894,0.4683
gold_standard_high_single	RH|P|C12259_114	NapA	1	690	r__Root	1.0	111	3.3e-192	1.0	2.5813	1.4076,0.7054,0.4683
gold_standard_high_single	RH|P|C7641_24	NapA	1	690	r__Root	1.0	190	1.3e-178	1.0	1.2519	0.4315,0.8205,0.0
gold_standard_high_single	RH|P|C40261_60	NapA	1	704	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0	733	1.7e-299	0.695564845	0.0516	0.0424,0.0092,0.0
gold_standard_high_single	RH|P|C21210_609	NapA	1	687	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	1.0	795	2.2e-299	1.0	0.2272	0.0249,0.1283,0.074
gold_standard_high_single	RH|P|C20937_201	NapA	2	691	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	1.0	822	0.0	1.0	0.2133	0.0759,0.1374,0.0
gold_standard_high_single	RH|P|C8686_53	NapA	2	714	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylorubrum	1.0	1045	3.4e-297	1.0	0.0841	0.0517,0.0324,0.0
gold_standard_high_single	RH|P|C20034_64	NapA	3	710	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	1.0	1049	0.0	0.7320855575	0.3402	0.0273,0.1549,0.158
gold_standard_high_single	RH|P|C11871_12	NapA	1	700	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	1.0	1165	0.0	1.0	0.3999	0.0312,0.2164,0.1523
gold_standard_high_single	RH|P|C21720_236	NapA	206	922	r__Root	1.0	1524	3.3e-177	1.0	2.9834	0.2934,0.705,1.985
gold_standard_high_single	RH|P|C38089_40	NapA	263	981	r__Root	1.0	1524	6e-196	1.0	2.8437	0.2518,0.6068,1.985
gold_standard_high_single	RH|P|C6237_318	NapA	215	932	r__Root	1.0	1524	1e-171	1.0	3.0401	0.2514,0.8036,1.985
gold_standard_high_single	RH|P|C12968_152	NapA	1	707	r__Root	1.0	1524	1.8e-193	1.0	2.7933	0.0001,0.8082,1.985
gold_standard_high_single	RH|P|C9675_127	NapA	1	700	r__Root	1.0	2	3.3e-97	1.0	1.8397	0.9767,0.863,0.0
gold_standard_high_single	RH|P|C21392_81	NapA	1	697	r__Root	1.0	2	3.6e-92	1.0	2.1171	1.1712,0.946,0.0
gold_standard_high_single	RH|P|C30289_29	NapA	231	937	r__Root	1.0	2	2.1e-180	1.0	2.265	1.842,0.4231,0.0
gold_standard_high_single	RH|P|C18_11	NapA	193	897	r__Root	1.0	2	6.6e-92	1.0	2.092	1.4691,0.623,0.0
gold_standard_high_single	RH|P|C20480_126	NapA	2	711	r__Root; d__Bacteria	1.0	4	1.1e-200	1.0	1.2063	0.7309,0.4754,0.0
gold_standard_high_single	RH|P|C17619_49	NapA	1	691	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	1.7e-202	1.0	0.9856	0.066,0.4475,0.4721
gold_standard_high_single	RH|P|C22900_671	NapA	1	696	r__Root; d__Bacteria	1.0	7	2.9e-179	1.0	1.0935	0.0509,0.5705,0.4721
gold_standard_high_single	RH|P|C5708_40	NapA	1	698	r__Root; d__Bacteria	1.0	7	7.1e-201	1.0	1.0022	0.0453,0.4849,0.4721
gold_standard_high_single	RH|P|C40731_719	NapA	1	700	r__Root	1.0	10	7.4e-108	0.9010852868	2.1433	1.3512,0.7922,0.0
gold_standard_high_single	RH|P|C3730_172	NapA	3	709	r__Root	1.0	12	1.7e-87	1.0	2.7292	1.5697,1.1595,0.0
gold_standard_high_single	RH|P|C41572_254	NapA	2	702	r__Root	1.0	12	1.4e-86	1.0	2.7464	1.5617,1.1846,0.0
gold_standard_high_single	RH|P|C18155_310	NapA	2	709	r__Root; d__Bacteria; p__Proteobacteria	1.0	14	3.9e-109	1.0	0.8847	0.3103,0.5744,0.0
gold_standard_high_single	RH|P|C8810_60	NapA	41	743	r__Root	1.0	15	2.2e-64	1.0	2.2894	0.0377,0.9825,1.2692
gold_standard_high_single	RH|P|C38839_16	NapA	2	683	r__Root	1.0	17	1.8e-120	1.0	1.9475	0.9659,0.9816,0.0
gold_standard_high_single	RH|P|C33975_305	NapA	2	702	r__Root	1.0	77	5.5e-108	1.0	2.012	0.0167,0.7225,1.2728
gold_standard_high_single	RH|P|C13050_442	NapA	43	755	r__Root; d__Bacteria	1.0	111	2.9e-91	1.0	1.1409	0.1777,0.4949,0.4683
gold_standard_high_single	RH|P|C14499_94	NapA	2	685	r__Root	1.0	156	1.6e-213	1.0	2.0152	0.1409,0.4478,1.4265
gold_standard_high_single	RH|P|C22053_18	NapA	1	714	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0	678	0.0	1.0	0.2451	0.1264,0.1187,0.0
gold_standard_high_single	RH|P|C23559_155	NapA	5	720	r__Root; d__Bacteria; p__Proteobacteria	1.0	755	1.2e-286	1.0	0.9287	0.3641,0.5646,0.0
gold_standard_high_single	RH|P|C10790_74	NapA	3	713	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	1.0	999	3.9e-297	1.0	0.1627	0.0464,0.1163,0.0
gold_standard_high_single	RH|P|C12007_149	NapA	1	711	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	1.0	1046	4.2e-295	1.0	0.0473	0.0313,0.0161,0.0
gold_standard_high_single	RH|P|C844_518	NapA	2	696	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	1.0	1160	0.0	1.0	0.205	0.0996,0.1054,0.0
gold_standard_high_single	RH|P|C6352_104	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	1.0	1190	0.0	1.0	0.1905	0.0811,0.1094,0.0
gold_standard_high_single	RH|P|C28207_27	NapA	3	704	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium	1.0	1226	0.0	1.0	0.0247	0.0099,0.0148,0.0
gold_standard_high_single	RH|P|C17338_89	NapA	208	926	r__Root	1.0	1524	2.5e-168	1.0	3.1994	0.2285,0.9859,1.985
gold_standard_high_single	RH|P|C3017_2	NapA	208	925	r__Root	1.0	1524	4.8e-183	1.0	3.0985	0.1714,0.9421,1.985
gold_standard_high_single	RH|P|C3123_13	NapA	208	926	r__Root	1.0	1524	5.5e-171	1.0	3.1802	0.2083,0.9869,1.985
gold_standard_high_single	RH|P|C4507_61	NapA	1	688	r__Root	1.0	1524	4.4e-189	1.0	3.0768	0.1188,0.973,1.985
gold_standard_high_single	RH|P|C10959_253	NapA	209	925	r__Root	1.0	1524	2.7e-183	1.0	3.1042	0.1719,0.9473,1.985
gold_standard_high_single	RH|P|C25749_22	NapA	195	887	r__Root	1.0	1527	1.6e-32	1.0	2.6349	1.391,1.2438,0.0
gold_standard_high_single	RH|P|C19318_189	NapA	10	723	r__Root	1.0	2	1.7e-83	1.0	2.5698	1.4468,1.123,0.0
gold_standard_high_single	RH|P|C6734_256	NapA	7	706	r__Root	1.0	2	1e-57	1.0	2.0659	1.0985,0.9674,0.0
gold_standard_high_single	RH|P|C34435_169	NapA	2	712	r__Root	1.0	2	1.3e-86	1.0	2.3509	1.3312,1.0197,0.0
gold_standard_high_single	RH|P|C23838_150	NapA	1	690	r__Root	1.0	2	1.8e-83	1.0	2.1957	1.2705,0.9251,0.0
gold_standard_high_single	RH|P|C26234_151	NapA	2	699	r__Root	1.0	2	8.2e-85	1.0	2.7911	1.5839,1.2073,0.0
gold_standard_high_single	RH|P|C31119_53	NapA	20	715	r__Root	1.0	2	1.3e-60	1.0	1.8196	1.3097,0.5099,0.0
gold_standard_high_single	RH|P|C9340_447	NapA	42	750	r__Root	1.0	2	1.6e-62	1.0	2.3142	1.329,0.9852,0.0
gold_standard_high_single	RH|P|C4088_23	NapA	233	938	r__Root	1.0	3	2.9e-184	0.8185257386	3.7639	0.0001,0.9462,2.8177
gold_standard_high_single	RH|P|C30918_164	NapA	2	711	r__Root	1.0	4	4.1e-199	1.0	1.262	0.7917,0.4703,0.0
gold_standard_high_single	RH|P|C11779_558	NapA	1	686	r__Root; d__Bacteria; p__Proteobacteria	1.0	6	6.5e-191	0.9980888215	0.8229	0.4011,0.4218,0.0
gold_standard_high_single	RH|P|C32056_208	NapA	2	698	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	5.9e-192	1.0	0.9262	0.0001,0.4541,0.4721
gold_standard_high_single	RH|P|C11968_370	NapA	3	704	r__Root; d__Bacteria	1.0	7	5.6e-183	1.0	1.0791	0.0539,0.5531,0.4721
gold_standard_high_single	RH|P|C10336_3	NapA	1	694	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	3.4e-209	1.0	0.9205	0.0643,0.3841,0.4721
gold_standard_high_single	RH|P|C40322_1534	NapA	1	697	r__Root; d__Bacteria	1.0	7	3.3e-186	1.0	1.1531	0.0529,0.6281,0.4721
gold_standard_high_single	RH|P|C32990_226	NapA	1	694	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	1.3e-184	1.0	0.865	0.0001,0.3928,0.4721
gold_standard_high_single	RH|P|C9380_53	NapA	3	717	r__Root	1.0	8	5.4e-209	1.0	1.3361	0.0353,0.5182,0.7826
gold_standard_high_single	RH|P|C37971_54	NapA	2	689	r__Root	1.0	9	8.8e-117	1.0	1.5738	0.6945,0.8793,0.0
gold_standard_high_single	RH|P|C9747_49	NapA	2	696	r__Root	1.0	10	3.5e-109	1.0	1.3554	0.7798,0.5757,0.0
gold_standard_high_single	RH|P|C13657_373	NapA	6	688	r__Root	1.0	15	5.1e-106	0.9997737079	2.4331	0.2355,0.9284,1.2692
gold_standard_high_single	RH|P|C38091_256	NapA	23	723	r__Root	1.0	15	5.6e-95	0.9954643609	2.6077	0.2191,1.1194,1.2692
gold_standard_high_single	RH|P|C32071_172	NapA	3	709	r__Root	1.0	12	4.3e-87	1.0	2.7292	1.5697,1.1595,0.0
gold_standard_high_single	RH|P|C31113_54	NapA	2	701	r__Root	1.0	12	1.4e-86	1.0	2.6734	1.5567,1.1167,0.0
gold_standard_high_single	RH|P|C34151_5	NapA	4	720	r__Root	1.0	12	1.2e-98	1.0	2.456	1.3452,1.1108,0.0
gold_standard_high_single	RH|P|C15009_7	NapA	1	692	r__Root	1.0	12	1.8e-109	1.0	2.4714	1.6636,0.8079,0.0
gold_standard_high_single	RH|P|C7172_13	NapA	18	715	r__Root	1.0	15	9.2e-63	1.0	2.3495	0.0794,1.0008,1.2692
gold_standard_high_single	RH|P|C12003_13	NapA	19	715	r__Root	1.0	15	7.4e-64	1.0	2.3459	0.087,0.9897,1.2692
gold_standard_high_single	RH|P|C16840_651	NapA	6	692	r__Root	1.0	15	1.5e-99	1.0	2.4095	0.2194,0.9208,1.2692
gold_standard_high_single	RH|P|C27300_1244	NapA	1	712	r__Root; d__Bacteria; p__Proteobacteria	1.0	32	1.6e-113	1.0	0.8706	0.3415,0.4389,0.0902
gold_standard_high_single	RH|P|C29657_940	NapA	1	693	r__Root; d__Bacteria; p__Proteobacteria	1.0	62	4.8e-121	1.0	0.7803	0.1549,0.3661,0.2593
gold_standard_high_single	RH|P|C17441_333	NapA	1	695	r__Root	1.0	76	7.4e-112	1.0	1.7674	0.1168,0.5633,1.0873
gold_standard_high_single	RH|P|C19273_494	NapA	2	702	r__Root	1.0	77	1.1e-107	1.0	2.0127	0.0166,0.7233,1.2728
gold_standard_high_single	RH|P|C29982_83	NapA	26	737	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	6.1e-86	1.0	0.8802	0.1102,0.4825,0.2874
gold_standard_high_single	RH|P|C9978_59	NapA	104	796	r__Root	1.0	111	1.2e-69	1.0	1.376	0.3067,0.601,0.4683
gold_standard_high_single	RH|P|C21686_5	NapA	108	808	r__Root	1.0	111	9e-96	1.0	1.4136	0.1299,0.8155,0.4683
gold_standard_high_single	RH|P|C4647_35	NapA	67	763	r__Root	1.0	111	8.9e-79	1.0	1.2558	0.1728,0.6147,0.4683
gold_standard_high_single	RH|P|C33525_203	NapA	27	740	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	190	3.1e-211	1.0	0.5566	0.2562,0.3004,0.0
gold_standard_high_single	RH|P|C15812_78	NapA	1	714	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	1.0	682	0.0	1.0	0.2574	0.105,0.1524,0.0
gold_standard_high_single	RH|P|C12133_10	NapA	2	717	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	1.0	712	1.4e-292	1.0	0.1553	0.0778,0.0775,0.0
gold_standard_high_single	RH|P|C13666_177	NapA	1	704	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae	1.0	734	4.9e-300	1.0	0.1221	0.0628,0.0593,0.0
gold_standard_high_single	RH|P|C22916_12	NapA	1	702	r__Root; d__Bacteria; p__Proteobacteria	1.0	755	1.2e-285	1.0	0.9239	0.3953,0.5286,0.0
gold_standard_high_single	RH|P|C14940_483	NapA	2	696	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	1.0	773	0.0	1.0	0.1865	0.0811,0.1054,0.0
gold_standard_high_single	RH|P|C26430_37	NapA	3	704	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	1.0	777	0.0	1.0	0.125	0.0871,0.0379,0.0
gold_standard_high_single	RH|P|C12955_412	NapA	1	686	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	1.0	795	0.0	1.0	0.2704	0.0365,0.16,0.074
gold_standard_high_single	RH|P|C19219_134	NapA	1	692	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	1.0	873	0.0	1.0	0.0319	0.0001,0.0319,0.0
gold_standard_high_single	RH|P|C29727_111	NapA	1	710	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium	1.0	1016	0.0	1.0	0.0679	0.028,0.0399,0.0
gold_standard_high_single	RH|P|C4316_73	NapA	2	708	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae	1.0	1046	1.3e-297	1.0	0.1619	0.0566,0.1054,0.0
gold_standard_high_single	RH|P|C22478_11	NapA	1	711	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	1.0	1046	7.8e-298	1.0	0.0103	0.0102,0.0001,0.0
gold_standard_high_single	RH|P|C31251_120	NapA	2	693	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	1.0	1093	0.0	1.0	0.2682	0.0239,0.1054,0.1389
gold_standard_high_single	RH|P|C38727_31	NapA	1	691	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	1.0	1160	0.0	1.0	0.205	0.0996,0.1054,0.0
gold_standard_high_single	RH|P|C12568_76	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	1.0	1176	0.0	1.0	0.1865	0.0304,0.1054,0.0507
gold_standard_high_single	RH|P|C11971_237	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	1.0	1190	0.0	0.8186763187	0.2314	0.0951,0.1363,0.0
gold_standard_high_single	RH|P|C38925_175	NapA	1	699	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium	1.0	1194	0.0	1.0	0.0993	0.039,0.0603,0.0
gold_standard_high_single	RH|P|C7134_77	NapA	1	711	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae	1.0	1284	0.0	1.0	0.1455	0.0402,0.1054,0.0
gold_standard_high_single	RH|P|C12133_52	NapA	208	924	r__Root	1.0	1524	3.5e-180	1.0	2.9861	0.1545,0.8466,1.985
gold_standard_high_single	RH|P|C15709_103	NapA	195	909	r__Root	1.0	1524	1.5e-187	1.0	2.8738	0.2353,0.6536,1.985
gold_standard_high_single	RH|P|C34769_93	NapA	1	688	r__Root	1.0	1524	5.1e-190	1.0	2.9847	0.1052,0.8945,1.985
gold_standard_high_single	RH|P|C2738_7	NapA	210	927	r__Root	1.0	1524	6.8e-177	1.0	3.1307	0.2332,0.9125,1.985
gold_standard_high_single	RH|P|C41450_59	NapA	219	932	r__Root	1.0	1524	7e-173	1.0	3.1264	0.1653,0.9761,1.985
gold_standard_high_single	RH|P|C4173_13	NapA	99	816	r__Root	1.0	1524	4.5e-176	1.0	3.1324	0.2577,0.8896,1.985
gold_standard_high_single	RH|P|C37284_8	NapA	203	919	r__Root	1.0	1524	5.6e-176	1.0	2.928	0.2914,0.6517,1.985
gold_standard_high_single	RH|P|C15878_807	NapA	216	933	r__Root	1.0	1524	8.4e-173	1.0	3.0758	0.1959,0.8948,1.985
gold_standard_high_single	RH|P|C23611_221	NapA	1	681	r__Root	1.0	1524	4.6e-198	1.0	2.748	0.0001,0.7629,1.985
gold_standard_high_single	RH|P|C20483_124	NapA	195	886	r__Root	1.0	1527	2e-32	1.0	2.5209	1.3796,1.1413,0.0
gold_standard_high_single	RH|P|C5494_39	NapA	2	712	r__Root	1.0	2	5.4e-92	1.0	2.2765	1.4566,0.8199,0.0
gold_standard_high_single	RH|P|C38809_122	NapA	228	939	r__Root	1.0	2	3.1e-186	1.0	2.2068	1.6389,0.5678,0.0
gold_standard_high_single	RH|P|C25930_49	NapA	40	716	r__Root	1.0	2	3.3e-54	1.0	1.8357	1.0973,0.7385,0.0
gold_standard_high_single	RH|P|C5339_41	NapA	51	758	r__Root	1.0	2	2.5e-53	1.0	1.7768	0.7401,1.0367,0.0
